SBC	N=+,Z=+,C=+,I=-,D=-,V=+	zeropage,X	0xF5	2	4
SBC	N=+,Z=+,C=+,I=-,D=-,V=+	absolute	0xED	3	4
SBC	N=+,Z=+,C=+,I=-,D=-,V=+	absolute,X	0xFD	3	4*
SBC	N=+,Z=+,C=+,I=-,D=-,V=+	absolute,Y	0xF9	3	4*
SBC	N=+,Z=+,C=+,I=-,D=-,V=+	indirect,X	0xE1	2	6
SBC	N=+,Z=+,C=+,I=-,D=-,V=+	indirect,Y	0xF1	2	5*
SEC	N=-,Z=-,C=1,I=-,D=-,V=-	implied	0x38	1	2
SED	N=-,Z=-,C=-,I=-,D=1,V=-	implied	0xF8	1	2
SEI	N=-,Z=-,C=-,I=1,D=-,V=-	implied	0x78	1	2
STA	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage	0x85	2	3
STA	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage,X	0x95	2	4
STA	N=-,Z=-,C=-,I=-,D=-,V=-	absolute	0x8D	3	4
STA	N=-,Z=-,C=-,I=-,D=-,V=-	absolute,X	0x9D	3	5
STA	N=-,Z=-,C=-,I=-,D=-,V=-	absolute,Y	0x99	3	5
STA	N=-,Z=-,C=-,I=-,D=-,V=-	indirect,X	0x81	2	6
STA	N=-,Z=-,C=-,I=-,D=-,V=-	indirect,Y	0x91	2	6
STX	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage	0x86	2	3
STX	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage,Y	0x96	2	4
STX	N=-,Z=-,C=-,I=-,D=-,V=-	absolute	0x8E	3	4
STY	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage	0x84	2	3
STY	N=-,Z=-,C=-,I=-,D=-,V=-	zeropage,X	0x94	2	4
STY	N=-,Z=-,C=-,I=-,D=-,V=-	absolute	0x8C	3	4
TAX	N=+,Z=+,C=-,I=-,D=-,V=-	implied	0xAA	1	2
TAY	N=+,Z=+,C=-,I=-,D=-,V=-	implied	0xA8	1	2
TSX	N=+,Z=+,C=-,I=-,D=-,V=-	implied	0xBA	1	2
TXA	N=+,Z=+,C=-,I=-,D=-,V=-	implied	0x8A	1	2
TXS	N=-,Z=-,C=-,I=-,D=-,V=-	implied	0x9A	1	2
TYA	N=+,Z=+,C=-,I=-,D=-,V=-	implied	0x98	1	2
